,ID,CooX,CooY,CooZ,Date,Value
2033,San_Pedro,581987.0,7466178.0,2450.0,1980-11-30,16.5
86,Caspana,581126.0,7529664.0,3260.0,1980-12-31,10.8
486,Chiu-Chiu,537415.0,7529707.0,2524.0,1980-12-31,14.5
2034,San_Pedro,581987.0,7466178.0,2450.0,1980-12-31,17.8
87,Caspana,581126.0,7529664.0,3260.0,1981-01-31,11.8
487,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-01-31,14.5
2035,San_Pedro,581987.0,7466178.0,2450.0,1981-01-31,18.3
88,Caspana,581126.0,7529664.0,3260.0,1981-02-28,11.4
488,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-02-28,15.4
2036,San_Pedro,581987.0,7466178.0,2450.0,1981-02-28,19.8
89,Caspana,581126.0,7529664.0,3260.0,1981-03-31,10.8
489,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-03-31,14.5
2037,San_Pedro,581987.0,7466178.0,2450.0,1981-03-31,18.0
90,Caspana,581126.0,7529664.0,3260.0,1981-04-30,8.5
490,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-04-30,13.1
2038,San_Pedro,581987.0,7466178.0,2450.0,1981-04-30,16.0
91,Caspana,581126.0,7529664.0,3260.0,1981-05-31,7.7
491,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-05-31,10.9
2039,San_Pedro,581987.0,7466178.0,2450.0,1981-05-31,12.0
92,Caspana,581126.0,7529664.0,3260.0,1981-06-30,6.3
492,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-06-30,8.5
2040,San_Pedro,581987.0,7466178.0,2450.0,1981-06-30,9.2
93,Caspana,581126.0,7529664.0,3260.0,1981-07-31,7.3
493,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-07-31,9.1
2041,San_Pedro,581987.0,7466178.0,2450.0,1981-07-31,8.7
94,Caspana,581126.0,7529664.0,3260.0,1981-08-31,8.6
494,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-08-31,10.7
2042,San_Pedro,581987.0,7466178.0,2450.0,1981-08-31,11.3
95,Caspana,581126.0,7529664.0,3260.0,1981-09-30,9.6
495,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-09-30,13.4
2043,San_Pedro,581987.0,7466178.0,2450.0,1981-09-30,15.2
96,Caspana,581126.0,7529664.0,3260.0,1981-10-31,10.3
496,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-10-31,13.0
1718,Peine,595137.0,7380682.0,2460.0,1981-10-31,20.2
2044,San_Pedro,581987.0,7466178.0,2450.0,1981-10-31,16.4
2258,Toconao_Exp,602387.874,7434809.217,2500.0,1981-10-31,17.4
97,Caspana,581126.0,7529664.0,3260.0,1981-11-30,11.3
497,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-11-30,13.8
1719,Peine,595137.0,7380682.0,2460.0,1981-11-30,20.2
2045,San_Pedro,581987.0,7466178.0,2450.0,1981-11-30,17.9
98,Caspana,581126.0,7529664.0,3260.0,1981-12-31,13.4
498,Chiu-Chiu,537415.0,7529707.0,2524.0,1981-12-31,14.9
1720,Peine,595137.0,7380682.0,2460.0,1981-12-31,21.7
2046,San_Pedro,581987.0,7466178.0,2450.0,1981-12-31,19.0
99,Caspana,581126.0,7529664.0,3260.0,1982-01-31,12.1
499,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-01-31,14.4
1721,Peine,595137.0,7380682.0,2460.0,1982-01-31,21.4
2047,San_Pedro,581987.0,7466178.0,2450.0,1982-01-31,18.9
2259,Toconao_Exp,602387.874,7434809.217,2500.0,1982-01-31,19.0
100,Caspana,581126.0,7529664.0,3260.0,1982-02-28,12.1
500,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-02-28,14.0
1722,Peine,595137.0,7380682.0,2460.0,1982-02-28,19.7
101,Caspana,581126.0,7529664.0,3260.0,1982-03-31,11.3
501,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-03-31,13.4
1723,Peine,595137.0,7380682.0,2460.0,1982-03-31,19.1
2048,San_Pedro,581987.0,7466178.0,2450.0,1982-03-31,17.2
102,Caspana,581126.0,7529664.0,3260.0,1982-04-30,11.1
502,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-04-30,12.6
1724,Peine,595137.0,7380682.0,2460.0,1982-04-30,17.8
2049,San_Pedro,581987.0,7466178.0,2450.0,1982-04-30,16.0
103,Caspana,581126.0,7529664.0,3260.0,1982-05-31,8.1
503,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-05-31,9.0
1725,Peine,595137.0,7380682.0,2460.0,1982-05-31,14.6
2050,San_Pedro,581987.0,7466178.0,2450.0,1982-05-31,11.6
104,Caspana,581126.0,7529664.0,3260.0,1982-06-30,7.7
504,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-06-30,7.6
1726,Peine,595137.0,7380682.0,2460.0,1982-06-30,11.6
2051,San_Pedro,581987.0,7466178.0,2450.0,1982-06-30,9.7
105,Caspana,581126.0,7529664.0,3260.0,1982-07-31,9.2
505,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-07-31,9.5
1727,Peine,595137.0,7380682.0,2460.0,1982-07-31,12.4
2052,San_Pedro,581987.0,7466178.0,2450.0,1982-07-31,10.9
106,Caspana,581126.0,7529664.0,3260.0,1982-08-31,10.2
506,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-08-31,10.4
1728,Peine,595137.0,7380682.0,2460.0,1982-08-31,16.0
2053,San_Pedro,581987.0,7466178.0,2450.0,1982-08-31,14.3
107,Caspana,581126.0,7529664.0,3260.0,1982-09-30,10.4
507,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-09-30,11.2
1729,Peine,595137.0,7380682.0,2460.0,1982-09-30,16.8
2054,San_Pedro,581987.0,7466178.0,2450.0,1982-09-30,16.3
108,Caspana,581126.0,7529664.0,3260.0,1982-10-31,11.6
508,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-10-31,12.1
1730,Peine,595137.0,7380682.0,2460.0,1982-10-31,18.9
2055,San_Pedro,581987.0,7466178.0,2450.0,1982-10-31,17.4
109,Caspana,581126.0,7529664.0,3260.0,1982-11-30,12.0
509,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-11-30,13.7
1731,Peine,595137.0,7380682.0,2460.0,1982-11-30,20.7
2056,San_Pedro,581987.0,7466178.0,2450.0,1982-11-30,18.1
110,Caspana,581126.0,7529664.0,3260.0,1982-12-31,12.5
510,Chiu-Chiu,537415.0,7529707.0,2524.0,1982-12-31,14.4
1732,Peine,595137.0,7380682.0,2460.0,1982-12-31,21.6
2057,San_Pedro,581987.0,7466178.0,2450.0,1982-12-31,19.1
111,Caspana,581126.0,7529664.0,3260.0,1983-01-31,13.7
511,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-01-31,14.4
647,El_Tatio,601280.0,7527955.0,4370.0,1983-01-31,7.0
1733,Peine,595137.0,7380682.0,2460.0,1983-01-31,21.8
2058,San_Pedro,581987.0,7466178.0,2450.0,1983-01-31,20.3
2260,Toconao_Exp,602387.874,7434809.217,2500.0,1983-01-31,20.8
112,Caspana,581126.0,7529664.0,3260.0,1983-02-28,12.9
512,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-02-28,16.8
648,El_Tatio,601280.0,7527955.0,4370.0,1983-02-28,7.1
1734,Peine,595137.0,7380682.0,2460.0,1983-02-28,22.2
2059,San_Pedro,581987.0,7466178.0,2450.0,1983-02-28,20.2
113,Caspana,581126.0,7529664.0,3260.0,1983-03-31,13.1
513,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-03-31,17.8
649,El_Tatio,601280.0,7527955.0,4370.0,1983-03-31,6.7
1735,Peine,595137.0,7380682.0,2460.0,1983-03-31,20.2
2060,San_Pedro,581987.0,7466178.0,2450.0,1983-03-31,20.0
114,Caspana,581126.0,7529664.0,3260.0,1983-04-30,11.7
514,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-04-30,17.0
650,El_Tatio,601280.0,7527955.0,4370.0,1983-04-30,4.4
1736,Peine,595137.0,7380682.0,2460.0,1983-04-30,20.3
2061,San_Pedro,581987.0,7466178.0,2450.0,1983-04-30,17.9
115,Caspana,581126.0,7529664.0,3260.0,1983-05-31,9.5
515,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-05-31,14.7
651,El_Tatio,601280.0,7527955.0,4370.0,1983-05-31,-0.3
1737,Peine,595137.0,7380682.0,2460.0,1983-05-31,14.7
2062,San_Pedro,581987.0,7466178.0,2450.0,1983-05-31,13.2
116,Caspana,581126.0,7529664.0,3260.0,1983-06-30,7.0
516,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-06-30,13.4
652,El_Tatio,601280.0,7527955.0,4370.0,1983-06-30,-2.2
1738,Peine,595137.0,7380682.0,2460.0,1983-06-30,9.9
2063,San_Pedro,581987.0,7466178.0,2450.0,1983-06-30,9.9
117,Caspana,581126.0,7529664.0,3260.0,1983-07-31,7.3
517,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-07-31,13.3
653,El_Tatio,601280.0,7527955.0,4370.0,1983-07-31,-1.6
1739,Peine,595137.0,7380682.0,2460.0,1983-07-31,9.6
2064,San_Pedro,581987.0,7466178.0,2450.0,1983-07-31,9.8
118,Caspana,581126.0,7529664.0,3260.0,1983-08-31,9.8
518,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-08-31,14.1
654,El_Tatio,601280.0,7527955.0,4370.0,1983-08-31,0.7
1740,Peine,595137.0,7380682.0,2460.0,1983-08-31,13.6
2065,San_Pedro,581987.0,7466178.0,2450.0,1983-08-31,13.4
119,Caspana,581126.0,7529664.0,3260.0,1983-09-30,8.4
519,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-09-30,13.7
655,El_Tatio,601280.0,7527955.0,4370.0,1983-09-30,0.0
1741,Peine,595137.0,7380682.0,2460.0,1983-09-30,12.7
2066,San_Pedro,581987.0,7466178.0,2450.0,1983-09-30,12.7
120,Caspana,581126.0,7529664.0,3260.0,1983-10-31,12.0
520,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-10-31,16.0
656,El_Tatio,601280.0,7527955.0,4370.0,1983-10-31,3.5
1742,Peine,595137.0,7380682.0,2460.0,1983-10-31,17.6
2067,San_Pedro,581987.0,7466178.0,2450.0,1983-10-31,16.9
121,Caspana,581126.0,7529664.0,3260.0,1983-11-30,12.0
521,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-11-30,15.4
657,El_Tatio,601280.0,7527955.0,4370.0,1983-11-30,3.4
1743,Peine,595137.0,7380682.0,2460.0,1983-11-30,18.5
2068,San_Pedro,581987.0,7466178.0,2450.0,1983-11-30,17.2
122,Caspana,581126.0,7529664.0,3260.0,1983-12-31,13.9
522,Chiu-Chiu,537415.0,7529707.0,2524.0,1983-12-31,16.4
658,El_Tatio,601280.0,7527955.0,4370.0,1983-12-31,6.1
1744,Peine,595137.0,7380682.0,2460.0,1983-12-31,20.0
2069,San_Pedro,581987.0,7466178.0,2450.0,1983-12-31,20.1
123,Caspana,581126.0,7529664.0,3260.0,1984-01-31,11.9
523,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-01-31,16.1
659,El_Tatio,601280.0,7527955.0,4370.0,1984-01-31,4.6
1745,Peine,595137.0,7380682.0,2460.0,1984-01-31,18.9
2070,San_Pedro,581987.0,7466178.0,2450.0,1984-01-31,16.1
2261,Toconao_Exp,602387.874,7434809.217,2500.0,1984-01-31,16.9
524,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-02-29,16.6
660,El_Tatio,601280.0,7527955.0,4370.0,1984-02-29,6.2
1746,Peine,595137.0,7380682.0,2460.0,1984-02-29,19.7
124,Caspana,581126.0,7529664.0,3260.0,1984-03-31,12.9
525,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-03-31,15.9
661,El_Tatio,601280.0,7527955.0,4370.0,1984-03-31,5.8
1747,Peine,595137.0,7380682.0,2460.0,1984-03-31,18.6
2071,San_Pedro,581987.0,7466178.0,2450.0,1984-03-31,16.9
125,Caspana,581126.0,7529664.0,3260.0,1984-04-30,10.6
526,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-04-30,13.7
662,El_Tatio,601280.0,7527955.0,4370.0,1984-04-30,4.0
1748,Peine,595137.0,7380682.0,2460.0,1984-04-30,16.8
2072,San_Pedro,581987.0,7466178.0,2450.0,1984-04-30,15.9
126,Caspana,581126.0,7529664.0,3260.0,1984-05-31,8.9
527,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-05-31,12.7
663,El_Tatio,601280.0,7527955.0,4370.0,1984-05-31,2.8
1749,Peine,595137.0,7380682.0,2460.0,1984-05-31,13.6
2073,San_Pedro,581987.0,7466178.0,2450.0,1984-05-31,12.2
127,Caspana,581126.0,7529664.0,3260.0,1984-06-30,8.2
528,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-06-30,11.3
664,El_Tatio,601280.0,7527955.0,4370.0,1984-06-30,-1.4
1750,Peine,595137.0,7380682.0,2460.0,1984-06-30,11.0
2074,San_Pedro,581987.0,7466178.0,2450.0,1984-06-30,10.5
128,Caspana,581126.0,7529664.0,3260.0,1984-07-31,12.3
529,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-07-31,11.4
665,El_Tatio,601280.0,7527955.0,4370.0,1984-07-31,-2.6
1751,Peine,595137.0,7380682.0,2460.0,1984-07-31,11.5
2075,San_Pedro,581987.0,7466178.0,2450.0,1984-07-31,10.3
129,Caspana,581126.0,7529664.0,3260.0,1984-08-31,12.8
530,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-08-31,11.7
666,El_Tatio,601280.0,7527955.0,4370.0,1984-08-31,-0.3
1752,Peine,595137.0,7380682.0,2460.0,1984-08-31,12.2
2076,San_Pedro,581987.0,7466178.0,2450.0,1984-08-31,11.9
130,Caspana,581126.0,7529664.0,3260.0,1984-09-30,11.1
531,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-09-30,12.4
667,El_Tatio,601280.0,7527955.0,4370.0,1984-09-30,2.4
1753,Peine,595137.0,7380682.0,2460.0,1984-09-30,14.4
2077,San_Pedro,581987.0,7466178.0,2450.0,1984-09-30,14.2
131,Caspana,581126.0,7529664.0,3260.0,1984-10-31,12.5
532,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-10-31,13.9
668,El_Tatio,601280.0,7527955.0,4370.0,1984-10-31,6.4
1754,Peine,595137.0,7380682.0,2460.0,1984-10-31,18.3
2078,San_Pedro,581987.0,7466178.0,2450.0,1984-10-31,17.7
132,Caspana,581126.0,7529664.0,3260.0,1984-11-30,12.2
533,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-11-30,12.9
669,El_Tatio,601280.0,7527955.0,4370.0,1984-11-30,6.6
1755,Peine,595137.0,7380682.0,2460.0,1984-11-30,18.4
2079,San_Pedro,581987.0,7466178.0,2450.0,1984-11-30,17.7
133,Caspana,581126.0,7529664.0,3260.0,1984-12-31,12.9
534,Chiu-Chiu,537415.0,7529707.0,2524.0,1984-12-31,14.0
670,El_Tatio,601280.0,7527955.0,4370.0,1984-12-31,6.0
1756,Peine,595137.0,7380682.0,2460.0,1984-12-31,20.0
2080,San_Pedro,581987.0,7466178.0,2450.0,1984-12-31,17.7
134,Caspana,581126.0,7529664.0,3260.0,1985-01-31,12.1
535,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-01-31,12.7
671,El_Tatio,601280.0,7527955.0,4370.0,1985-01-31,6.2
1757,Peine,595137.0,7380682.0,2460.0,1985-01-31,19.7
2262,Toconao_Exp,602387.874,7434809.217,2500.0,1985-01-31,17.4
135,Caspana,581126.0,7529664.0,3260.0,1985-02-28,13.1
536,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-02-28,13.9
672,El_Tatio,601280.0,7527955.0,4370.0,1985-02-28,7.7
1758,Peine,595137.0,7380682.0,2460.0,1985-02-28,22.4
136,Caspana,581126.0,7529664.0,3260.0,1985-03-31,12.4
537,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-03-31,13.8
673,El_Tatio,601280.0,7527955.0,4370.0,1985-03-31,7.2
1759,Peine,595137.0,7380682.0,2460.0,1985-03-31,21.6
2081,San_Pedro,581987.0,7466178.0,2450.0,1985-03-31,18.8
137,Caspana,581126.0,7529664.0,3260.0,1985-04-30,11.1
538,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-04-30,13.1
674,El_Tatio,601280.0,7527955.0,4370.0,1985-04-30,5.5
1760,Peine,595137.0,7380682.0,2460.0,1985-04-30,18.4
2082,San_Pedro,581987.0,7466178.0,2450.0,1985-04-30,16.0
138,Caspana,581126.0,7529664.0,3260.0,1985-05-31,11.4
539,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-05-31,12.5
675,El_Tatio,601280.0,7527955.0,4370.0,1985-05-31,4.1
1761,Peine,595137.0,7380682.0,2460.0,1985-05-31,16.3
2083,San_Pedro,581987.0,7466178.0,2450.0,1985-05-31,13.3
139,Caspana,581126.0,7529664.0,3260.0,1985-06-30,10.1
540,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-06-30,11.8
676,El_Tatio,601280.0,7527955.0,4370.0,1985-06-30,1.0
1762,Peine,595137.0,7380682.0,2460.0,1985-06-30,14.9
2084,San_Pedro,581987.0,7466178.0,2450.0,1985-06-30,11.7
140,Caspana,581126.0,7529664.0,3260.0,1985-07-31,8.8
541,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-07-31,9.1
677,El_Tatio,601280.0,7527955.0,4370.0,1985-07-31,0.3
1763,Peine,595137.0,7380682.0,2460.0,1985-07-31,11.7
2085,San_Pedro,581987.0,7466178.0,2450.0,1985-07-31,9.5
141,Caspana,581126.0,7529664.0,3260.0,1985-08-31,10.2
542,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-08-31,10.9
678,El_Tatio,601280.0,7527955.0,4370.0,1985-08-31,2.1
1764,Peine,595137.0,7380682.0,2460.0,1985-08-31,14.1
2086,San_Pedro,581987.0,7466178.0,2450.0,1985-08-31,11.8
142,Caspana,581126.0,7529664.0,3260.0,1985-09-30,10.9
543,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-09-30,13.0
679,El_Tatio,601280.0,7527955.0,4370.0,1985-09-30,2.9
1765,Peine,595137.0,7380682.0,2460.0,1985-09-30,16.6
2087,San_Pedro,581987.0,7466178.0,2450.0,1985-09-30,14.8
143,Caspana,581126.0,7529664.0,3260.0,1985-10-31,12.3
544,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-10-31,14.8
680,El_Tatio,601280.0,7527955.0,4370.0,1985-10-31,5.1
1766,Peine,595137.0,7380682.0,2460.0,1985-10-31,18.4
2088,San_Pedro,581987.0,7466178.0,2450.0,1985-10-31,16.6
144,Caspana,581126.0,7529664.0,3260.0,1985-11-30,12.7
545,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-11-30,14.7
681,El_Tatio,601280.0,7527955.0,4370.0,1985-11-30,6.2
1767,Peine,595137.0,7380682.0,2460.0,1985-11-30,20.8
2089,San_Pedro,581987.0,7466178.0,2450.0,1985-11-30,18.6
145,Caspana,581126.0,7529664.0,3260.0,1985-12-31,13.5
546,Chiu-Chiu,537415.0,7529707.0,2524.0,1985-12-31,15.0
682,El_Tatio,601280.0,7527955.0,4370.0,1985-12-31,7.1
1768,Peine,595137.0,7380682.0,2460.0,1985-12-31,22.0
2090,San_Pedro,581987.0,7466178.0,2450.0,1985-12-31,18.9
146,Caspana,581126.0,7529664.0,3260.0,1986-01-31,14.3
547,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-01-31,15.2
683,El_Tatio,601280.0,7527955.0,4370.0,1986-01-31,8.3
1769,Peine,595137.0,7380682.0,2460.0,1986-01-31,22.6
2091,San_Pedro,581987.0,7466178.0,2450.0,1986-01-31,19.9
2263,Toconao_Exp,602387.874,7434809.217,2500.0,1986-01-31,20.4
147,Caspana,581126.0,7529664.0,3260.0,1986-02-28,12.1
548,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-02-28,14.1
684,El_Tatio,601280.0,7527955.0,4370.0,1986-02-28,6.3
1770,Peine,595137.0,7380682.0,2460.0,1986-02-28,21.2
2092,San_Pedro,581987.0,7466178.0,2450.0,1986-02-28,19.0
148,Caspana,581126.0,7529664.0,3260.0,1986-03-31,12.6
549,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-03-31,14.4
685,El_Tatio,601280.0,7527955.0,4370.0,1986-03-31,6.5
1771,Peine,595137.0,7380682.0,2460.0,1986-03-31,21.4
149,Caspana,581126.0,7529664.0,3260.0,1986-04-30,11.6
550,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-04-30,13.1
686,El_Tatio,601280.0,7527955.0,4370.0,1986-04-30,4.8
1772,Peine,595137.0,7380682.0,2460.0,1986-04-30,20.2
150,Caspana,581126.0,7529664.0,3260.0,1986-05-31,10.8
551,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-05-31,11.2
687,El_Tatio,601280.0,7527955.0,4370.0,1986-05-31,0.4
1773,Peine,595137.0,7380682.0,2460.0,1986-05-31,16.6
151,Caspana,581126.0,7529664.0,3260.0,1986-06-30,10.5
552,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-06-30,10.8
688,El_Tatio,601280.0,7527955.0,4370.0,1986-06-30,0.2
1774,Peine,595137.0,7380682.0,2460.0,1986-06-30,13.4
2093,San_Pedro,581987.0,7466178.0,2450.0,1986-06-30,7.1
152,Caspana,581126.0,7529664.0,3260.0,1986-07-31,8.8
553,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-07-31,10.2
689,El_Tatio,601280.0,7527955.0,4370.0,1986-07-31,-0.2
1775,Peine,595137.0,7380682.0,2460.0,1986-07-31,11.6
2094,San_Pedro,581987.0,7466178.0,2450.0,1986-07-31,9.4
153,Caspana,581126.0,7529664.0,3260.0,1986-08-31,8.7
554,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-08-31,12.0
690,El_Tatio,601280.0,7527955.0,4370.0,1986-08-31,-1.0
1776,Peine,595137.0,7380682.0,2460.0,1986-08-31,13.3
2095,San_Pedro,581987.0,7466178.0,2450.0,1986-08-31,12.9
154,Caspana,581126.0,7529664.0,3260.0,1986-09-30,10.2
555,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-09-30,13.3
691,El_Tatio,601280.0,7527955.0,4370.0,1986-09-30,0.6
1777,Peine,595137.0,7380682.0,2460.0,1986-09-30,15.8
2096,San_Pedro,581987.0,7466178.0,2450.0,1986-09-30,14.9
155,Caspana,581126.0,7529664.0,3260.0,1986-10-31,10.6
556,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-10-31,13.7
692,El_Tatio,601280.0,7527955.0,4370.0,1986-10-31,1.1
1778,Peine,595137.0,7380682.0,2460.0,1986-10-31,16.4
2097,San_Pedro,581987.0,7466178.0,2450.0,1986-10-31,14.5
156,Caspana,581126.0,7529664.0,3260.0,1986-11-30,13.1
557,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-11-30,15.6
693,El_Tatio,601280.0,7527955.0,4370.0,1986-11-30,2.8
1779,Peine,595137.0,7380682.0,2460.0,1986-11-30,19.5
2098,San_Pedro,581987.0,7466178.0,2450.0,1986-11-30,16.8
157,Caspana,581126.0,7529664.0,3260.0,1986-12-31,13.4
558,Chiu-Chiu,537415.0,7529707.0,2524.0,1986-12-31,15.6
694,El_Tatio,601280.0,7527955.0,4370.0,1986-12-31,5.6
1780,Peine,595137.0,7380682.0,2460.0,1986-12-31,21.8
2099,San_Pedro,581987.0,7466178.0,2450.0,1986-12-31,20.3
158,Caspana,581126.0,7529664.0,3260.0,1987-01-31,13.0
559,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-01-31,15.7
695,El_Tatio,601280.0,7527955.0,4370.0,1987-01-31,5.5
1781,Peine,595137.0,7380682.0,2460.0,1987-01-31,21.8
2100,San_Pedro,581987.0,7466178.0,2450.0,1987-01-31,18.9
2264,Toconao_Exp,602387.874,7434809.217,2500.0,1987-01-31,18.3
159,Caspana,581126.0,7529664.0,3260.0,1987-02-28,13.5
560,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-02-28,16.0
696,El_Tatio,601280.0,7527955.0,4370.0,1987-02-28,4.3
1782,Peine,595137.0,7380682.0,2460.0,1987-02-28,21.5
2101,San_Pedro,581987.0,7466178.0,2450.0,1987-02-28,19.5
160,Caspana,581126.0,7529664.0,3260.0,1987-03-31,12.1
561,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-03-31,13.9
697,El_Tatio,601280.0,7527955.0,4370.0,1987-03-31,2.7
1783,Peine,595137.0,7380682.0,2460.0,1987-03-31,19.1
2102,San_Pedro,581987.0,7466178.0,2450.0,1987-03-31,17.6
161,Caspana,581126.0,7529664.0,3260.0,1987-04-30,11.1
562,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-04-30,13.3
698,El_Tatio,601280.0,7527955.0,4370.0,1987-04-30,1.4
1784,Peine,595137.0,7380682.0,2460.0,1987-04-30,18.4
2103,San_Pedro,581987.0,7466178.0,2450.0,1987-04-30,19.9
162,Caspana,581126.0,7529664.0,3260.0,1987-05-31,8.4
563,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-05-31,10.5
699,El_Tatio,601280.0,7527955.0,4370.0,1987-05-31,-2.2
2104,San_Pedro,581987.0,7466178.0,2450.0,1987-05-31,13.6
163,Caspana,581126.0,7529664.0,3260.0,1987-06-30,8.1
564,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-06-30,11.2
700,El_Tatio,601280.0,7527955.0,4370.0,1987-06-30,-2.0
1785,Peine,595137.0,7380682.0,2460.0,1987-06-30,13.8
2105,San_Pedro,581987.0,7466178.0,2450.0,1987-06-30,12.1
164,Caspana,581126.0,7529664.0,3260.0,1987-07-31,7.9
565,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-07-31,10.2
701,El_Tatio,601280.0,7527955.0,4370.0,1987-07-31,-2.2
1786,Peine,595137.0,7380682.0,2460.0,1987-07-31,12.0
2106,San_Pedro,581987.0,7466178.0,2450.0,1987-07-31,12.0
165,Caspana,581126.0,7529664.0,3260.0,1987-08-31,9.3
566,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-08-31,12.1
702,El_Tatio,601280.0,7527955.0,4370.0,1987-08-31,1.4
1787,Peine,595137.0,7380682.0,2460.0,1987-08-31,14.3
2107,San_Pedro,581987.0,7466178.0,2450.0,1987-08-31,13.5
166,Caspana,581126.0,7529664.0,3260.0,1987-09-30,9.3
567,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-09-30,12.9
703,El_Tatio,601280.0,7527955.0,4370.0,1987-09-30,2.9
1788,Peine,595137.0,7380682.0,2460.0,1987-09-30,15.2
2108,San_Pedro,581987.0,7466178.0,2450.0,1987-09-30,15.3
167,Caspana,581126.0,7529664.0,3260.0,1987-10-31,10.6
568,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-10-31,14.0
704,El_Tatio,601280.0,7527955.0,4370.0,1987-10-31,6.5
1789,Peine,595137.0,7380682.0,2460.0,1987-10-31,17.6
2109,San_Pedro,581987.0,7466178.0,2450.0,1987-10-31,17.1
168,Caspana,581126.0,7529664.0,3260.0,1987-11-30,11.9
569,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-11-30,15.0
705,El_Tatio,601280.0,7527955.0,4370.0,1987-11-30,9.5
1790,Peine,595137.0,7380682.0,2460.0,1987-11-30,20.1
2110,San_Pedro,581987.0,7466178.0,2450.0,1987-11-30,19.3
169,Caspana,581126.0,7529664.0,3260.0,1987-12-31,11.7
570,Chiu-Chiu,537415.0,7529707.0,2524.0,1987-12-31,15.1
