,ID,Value,CooX,CooY,CooZ,month
9,Talabre,3.152173913043478,613530.0,7421080.0,3255.0,8
10,Chaxa,0.2,583500.0,7424261.0,2307.0,8
11,Cordillera_Sal,0.0,544617.332,7385424.187,2363.116,8
12,El_Tatio,1.4829268292682927,601280.0,7527955.0,4370.0,8
13,KCL,0.9,561354.0,7396247.0,2307.0,8
14,LZA10-1,0.025,577260.0,7374203.0,2309.0,8
15,LZA12-1,0.0,592024.0,7417669.0,2316.0,8
16,LZA12-2,0.0,593270.0,7394869.0,2317.0,8
17,LZA12-3,0.025,589176.0,7451502.0,2359.0,8
18,LZA3-1,0.0,591181.0,7403651.0,2306.0,8
19,LZA3-2,0.0,590360.0,7408580.0,2306.0,8
20,LZA3-3,0.0,590643.0,7416257.0,2318.0,8
21,LZA7-1,0.0,591699.0,7394060.0,2312.0,8
22,LZA7-2,0.0,593914.0,7388616.0,2311.0,8
23,LZA9-1,0.0,584166.0,7379517.0,2310.0,8
24,Paso_Jama,0.06666666666666667,632989.0,7464136.0,4825.0,8
25,Paso_Sico,0.0,658720.0,7364239.0,4323.0,8
26,Peine,1.1162790697674418,595137.0,7380682.0,2460.0,8
27,Planta_Rockwood,0.0,568771.0,7385238.0,2300.0,8
28,SOP,0.2,562717.0,7403324.0,2300.0,8
29,Toconao_DGAC,0.7000000000000001,599644.77,7433140.71,2495.0,8
30,Toconao_P.,0.13333333333333333,601777.0,7435573.0,2492.0,8
31,Toconao_Q.4,0.26666666666666666,612592.0,7438698.0,3437.0,8
0,Monturaqui,0.0,557103.126,7307450.255,3430.0,9
1,Caspana,6.5,581126.0,7529664.0,3260.0,9
2,Chiu-Chiu,2.025,537415.0,7529707.0,2524.0,9
3,Toconao_Exp,0.45161290322580644,602387.874,7434809.217,2500.0,9
4,Conchi_E.,0.30952380952380953,605954.0,7411015.0,3010.0,9
5,Toconao_Q.1,0.0,621564.0,7431858.0,3990.0,9
6,Peine,0.9047619047619048,595137.0,7380682.0,2460.0,9
7,Rio_Grande,0.6375,585548.0,7494766.0,3217.0,9
8,San_Pedro,0.6351351351351351,581987.0,7466178.0,2450.0,9
9,Socaire,1.5681818181818181,613092.0,7390963.0,3251.0,9
10,Talabre,0.5,613530.0,7421080.0,3255.0,9
11,Toconao_DGAC,0.0,599644.77,7433140.71,2495.0,9
12,Chaxa,0.025,583500.0,7424261.0,2307.0,9
